"","node","introns"
"141",420,0.00371806500377929
"142",419,0.00371806500377929
"143",425,0.00557709750566893
"144",426,0.00743613000755858
"145",424,0.00743613000755858
"146",418,0.00743613000755858
"147",417,0.00743613000755858
"148",415,0.0390396825396825
"149",396,0.0948106575963719
"150",394,0.245392290249433
"151",393,1.19535789871504
"152",275,2.74765003779289
"153",429,2.21410770975057
"154",431,0.161735827664399
"155",434,0.408987150415722
"156",433,0.47033522297808
"157",432,2.65098034769463
"158",430,2.68630196523054
"159",428,3.36298979591837
"160",436,1.85903250188964
"161",438,1.61921730914588
"162",437,1.59876795162509
"163",435,2.08583446712018
"164",427,3.91698148148148
"165",274,4.6847619047619
"166",452,4.53603930461073
"167",451,4.72751965230537
"168",453,3.99877891156463
"169",450,4.90226870748299
"170",454,4.23487603930461
"171",449,4.98778420256992
"172",448,5.11977551020408
"173",455,4.64014512471655
"174",447,5.26849811035525
"175",461,4.20699055177627
"176",463,3.95788019652305
"177",462,4.45424187452759
"178",460,4.98220710506425
"179",459,5.188559712774
"180",466,4.67174867724868
"181",469,4.52674414210128
"182",468,4.71264739229025
"183",467,4.81675321239607
"184",465,5.04355517762661
"185",464,5.13650680272109
"186",458,5.55107105064248
"187",457,5.50645427059713
"188",473,2.88521844293273
"189",472,4.54533446712018
"190",471,4.82047127739985
"191",470,5.00079743008314
"192",456,5.69793461829176
"193",446,5.89871012849584
"194",445,5.73139720332577
"195",444,5.82620786092215
"196",475,5.1346477702192
"197",474,5.44510619803477
"198",443,6.25936243386243
"199",477,3.23657558578987
"200",476,4.55277059712774
"201",442,5.85967044595616
"202",478,1.64524376417234
"203",441,5.32798715041572
"204",481,0.377383597883598
"205",480,0.42014134542706
"206",487,0.78451171579743
"207",486,1.36081179138322
"208",485,2.65283938019652
"209",484,2.8907955404384
"210",483,2.85547392290249
"211",492,0.10224678760393
"212",495,0.115260015117158
"213",496,0.0873745275888133
"214",494,0.122696145124717
"215",493,0.141286470143613
"216",491,0.148722600151172
"217",490,0.185903250188964
"218",489,0.797524943310657
"219",488,1.00945464852608
"220",482,3.08971201814059
"221",479,2.37956160241875
"222",440,5.51017233560091
"223",499,4.19211829176115
"224",498,3.31837301587302
"225",503,3.66973015873016
"226",502,3.92069954648526
"227",501,3.87980083144369
"228",500,3.31651398337113
"229",497,4.40962509448224
"230",439,5.8522343159486
"231",273,5.84851625094482
"232",507,2.11743801965231
"233",506,2.54501549508692
"234",505,3.49869916855631
"235",504,4.56206575963719
"236",272,5.61799622071051
"237",271,4.96547581254724
"238",270,4.81861224489796
"239",508,4.2906470143613
"240",269,4.88925547996977
"241",516,0
"242",515,0
"243",514,0
"244",518,0
"245",517,0.00185903250188964
"246",513,0.00185903250188964
"247",519,0
"248",512,0.00185903250188964
"249",511,0.00185903250188964
"250",522,0
"251",521,0
"252",520,0
"253",510,0.00185903250188964
"254",509,1.37568405139834
"255",268,2.6751477702192
"256",267,1.81999281934996
"257",266,1.02990400604686
